max_pulls,expected_special_items,si_p(<=1),si_p(<=2),si_p(<=3),si_p(<=6),si_p(<=9),si_p(<=12),si_p(>=1),si_p(>=2),si_p(>=3),si_p(>=6),si_p(>=9),si_p(>=12),p(0)_5c,p(>=1)_5c,p(>=2)_5c,p(>=3)_5c,p(>=4)_5c,p(>=5)_5c,p(>=6)_5c,p(>=7)_5c,p(>=8)_5c,p(<=1)_5c,p(<=2)_5c,p(<=3)_5c,p(<=4)_5c,p(<=5)_5c,p(<=6)_5c,p(<=7)_5c,p(<=8)_5c,p(0)_6c,p(>=1)_6c,p(>=2)_6c,p(>=3)_6c,p(>=4)_6c,p(>=5)_6c,p(>=6)_6c,p(>=7)_6c,p(>=8)_6c,p(<=1)_6c,p(<=2)_6c,p(<=3)_6c,p(<=4)_6c,p(<=5)_6c,p(<=6)_6c,p(<=7)_6c,p(<=8)_6c,p(0)_7c,p(>=1)_7c,p(>=2)_7c,p(>=3)_7c,p(>=4)_7c,p(>=5)_7c,p(>=6)_7c,p(>=7)_7c,p(>=8)_7c,p(<=1)_7c,p(<=2)_7c,p(<=3)_7c,p(<=4)_7c,p(<=5)_7c,p(<=6)_7c,p(<=7)_7c,p(<=8)_7c
7180,3.364608,22.574820,39.311120,56.428120,90.494960,99.032890,99.951150,90.800590,77.425180,60.688880,17.210860,2.249140,0.142370,0.000000,99.999900,99.953300,98.099600,81.750600,39.649900,6.627500,0.222500,0.000000,0.046600,1.900300,18.249300,60.350000,93.372400,99.777400,99.999900,99.999900,0.031200,99.968800,98.216400,81.938900,40.711500,7.932300,0.333900,0.001300,0.000000,1.783600,18.061100,59.288500,92.067700,99.666100,99.998700,100.000000,100.000000,1.118800,98.881300,84.128400,42.740300,8.854500,0.504000,0.003000,0.000000,0.000000,15.871700,57.259800,91.145600,99.496100,99.997100,100.000100,100.000100,100.000100
7190,3.384730,22.318100,38.971160,56.072910,90.331980,99.006820,99.949340,90.938510,77.681900,61.028840,17.454940,2.303450,0.147710,0.000000,99.999900,99.954800,98.138000,81.966800,39.956900,6.727700,0.228000,0.000000,0.045100,1.861900,18.033100,60.043000,93.272200,99.771900,99.999900,99.999900,0.029800,99.970200,98.256700,82.180200,41.060900,8.066000,0.344100,0.001400,0.000000,1.743300,17.819800,58.939100,91.934000,99.655900,99.998600,100.000000,100.000000,1.090800,98.909200,84.350000,43.114800,9.012600,0.519500,0.003100,0.000000,0.000000,15.650000,56.885200,90.987400,99.480500,99.996900,100.000000,100.000000,100.000000
7200,3.404942,22.063470,38.634670,55.714010,90.165710,98.979660,99.947390,91.074620,77.936530,61.365330,17.699210,2.359500,0.153000,0.000000,100.000000,99.956600,98.176200,82.186100,40.254500,6.829400,0.233700,0.000000,0.043400,1.823800,17.813900,59.745500,93.170600,99.766300,100.000000,100.000000,0.028900,99.971000,98.296400,82.420900,41.412100,8.205500,0.353700,0.001500,0.000000,1.703500,17.579000,58.587800,91.794400,99.646200,99.998400,99.999900,99.999900,1.064600,98.935500,84.570700,43.488600,9.172300,0.535700,0.003300,0.000000,0.000000,15.429400,56.511500,90.827800,99.464400,99.996800,100.000100,100.000100,100.000100
7210,3.425271,21.808830,38.295920,55.355000,89.996190,98.951570,99.945580,91.206960,78.191170,61.704080,17.947620,2.416130,0.158260,0.000000,99.999900,99.957900,98.213700,82.398100,40.559800,6.931400,0.239100,0.000000,0.042000,1.786200,17.601800,59.440100,93.068500,99.760800,99.999900,99.999900,0.027900,99.972100,98.334900,82.656600,41.763300,8.343000,0.364700,0.001600,0.000000,1.665100,17.343400,58.236700,91.657000,99.635300,99.998400,100.000000,100.000000,1.037700,98.962300,84.790800,43.854700,9.335600,0.551800,0.003500,0.000000,0.000000,15.209200,56.145300,90.664400,99.448200,99.996500,100.000000,100.000000,100.000000
7220,3.445781,21.555530,37.956540,54.993900,89.823370,98.922660,99.943540,91.340870,78.444470,62.043460,18.200150,2.474010,0.163830,0.000000,100.000000,99.959300,98.252500,82.609400,40.864100,7.029300,0.244700,0.000000,0.040700,1.747500,17.390600,59.135900,92.970700,99.755300,100.000000,100.000000,0.026500,99.973400,98.374200,82.889300,42.116200,8.482500,0.374200,0.001600,0.000000,1.625700,17.110600,57.883700,91.517400,99.625700,99.998300,99.999900,99.999900,1.013200,98.986900,85.006000,44.225400,9.496200,0.568100,0.003700,0.000000,0.000000,14.994100,55.774700,90.503900,99.432000,99.996400,100.000100,100.000100,100.000100
7230,3.466343,21.304060,37.616930,54.633970,89.650080,98.893360,99.941490,91.476470,78.695940,62.383070,18.451860,2.534130,0.169390,0.000000,99.999900,99.960700,98.289900,82.815800,41.165000,7.133800,0.249900,0.000000,0.039200,1.710000,17.184100,58.834900,92.866100,99.750000,99.999900,99.999900,0.025700,99.974400,98.412200,83.117800,42.466600,8.623100,0.384600,0.001800,0.000000,1.587900,16.882300,57.533500,91.377000,99.615500,99.998300,100.000100,100.000100,0.988900,99.011100,85.218900,44.595700,9.662200,0.584900,0.003900,0.000000,0.000000,14.781100,55.404300,90.337800,99.415100,99.996100,100.000000,100.000000,100.000000
7240,3.486876,21.053030,37.280210,54.272990,89.474110,98.862990,99.939150,91.605130,78.946970,62.719790,18.705160,2.592540,0.175710,0.000000,100.000000,99.961900,98.326500,83.016600,41.472100,7.240100,0.256200,0.000000,0.038100,1.673500,16.983400,58.527900,92.759900,99.743800,100.000000,100.000000,0.024900,99.975000,98.447600,83.346300,42.816400,8.767900,0.395100,0.001800,0.000000,1.552300,16.653600,57.183500,91.232000,99.604800,99.998100,99.999900,99.999900,0.965400,99.034700,85.431000,44.966200,9.827600,0.602900,0.004100,0.000000,0.000000,14.569100,55.033900,90.172500,99.397200,99.996000,100.000100,100.000100,100.000100
7250,3.507491,20.804060,36.943760,53.913450,89.294860,98.832700,99.936760,91.733930,79.195940,63.056240,18.962510,2.653660,0.181420,0.000000,99.999900,99.963100,98.361100,83.219000,41.779300,7.346300,0.262200,0.000000,0.036800,1.638800,16.780900,58.220600,92.653600,99.737700,99.999900,99.999900,0.023900,99.976100,98.483400,83.572200,43.171200,8.906400,0.406100,0.001900,0.000000,1.516600,16.427800,56.828800,91.093600,99.593900,99.998100,100.000000,100.000000,0.941100,99.058800,85.642300,45.338600,9.996000,0.619800,0.004200,0.000000,0.000000,14.357600,54.661300,90.003900,99.380100,99.995700,99.999900,99.999900,99.999900
7260,3.528288,20.555510,36.604750,53.544520,89.117410,98.801300,99.934600,91.862700,79.444490,63.395250,19.219140,2.717250,0.187730,0.000000,99.999900,99.964400,98.396800,83.422700,42.085500,7.451800,0.268900,0.000000,0.035500,1.603100,16.577200,57.914400,92.548100,99.731000,99.999900,99.999900,0.022900,99.977000,98.518100,83.790700,43.525100,9.051500,0.417900,0.002000,0.000000,1.481800,16.209200,56.474800,90.948400,99.582000,99.997900,99.999900,99.999900,0.918400,99.081600,85.847000,45.711600,10.166500,0.638500,0.004600,0.000000,0.000000,14.153000,54.288400,89.833500,99.361500,99.995400,100.000000,100.000000,100.000000
7270,3.549063,20.310340,36.266500,53.183970,88.936730,98.770360,99.932140,91.987960,79.689660,63.733500,19.479410,2.780700,0.193840,0.000000,99.999900,99.965700,98.430000,83.620900,42.386300,7.557300,0.275400,0.000000,0.034200,1.569900,16.379000,57.613600,92.442600,99.724500,99.999900,99.999900,0.022100,99.977900,98.552100,84.011600,43.874200,9.199100,0.429700,0.002200,0.000000,1.447900,15.988400,56.125800,90.800900,99.570300,99.997800,100.000000,100.000000,0.895200,99.104700,86.056400,46.086000,10.337000,0.656500,0.004800,0.000000,0.000000,13.943500,53.913900,89.662900,99.343400,99.995100,99.999900,99.999900,99.999900
7280,3.569902,20.065510,35.934330,52.822300,88.752450,98.737240,99.929550,92.112080,79.934490,64.065670,19.746670,2.843970,0.200190,0.000000,99.999900,99.967000,98.463200,83.821300,42.692400,7.667300,0.282100,0.000000,0.032900,1.536700,16.178600,57.307500,92.332600,99.717800,99.999900,99.999900,0.021400,99.978700,98.586400,84.228100,44.222300,9.346900,0.442400,0.002300,0.000000,1.413700,15.772000,55.777800,90.653200,99.557700,99.997800,100.000100,100.000100,0.873400,99.126700,86.260400,46.460800,10.510900,0.674300,0.004900,0.000000,0.000000,13.739700,53.539300,89.489200,99.325800,99.995200,100.000100,100.000100,100.000100
7290,3.590753,19.824560,35.602840,52.462340,88.563400,98.703210,99.926480,92.235810,80.175440,64.397160,20.009220,2.908990,0.206930,0.000000,100.000100,99.968300,98.495900,84.022000,42.992600,7.777300,0.288000,0.000000,0.031800,1.504200,15.978100,57.007500,92.222800,99.712100,100.000100,100.000100,0.020400,99.979600,98.620300,84.444600,44.572200,9.497500,0.455000,0.002400,0.000000,1.379700,15.555400,55.427800,90.502500,99.545000,99.997600,100.000000,100.000000,0.852200,99.147800,86.465000,46.829300,10.684100,0.693200,0.005100,0.000000,0.000000,13.535000,53.170700,89.315900,99.306800,99.994900,100.000000,100.000000,100.000000
7300,3.611725,19.584300,35.271980,52.095830,88.375550,98.668990,99.924050,92.357650,80.415700,64.728020,20.277690,2.976920,0.214130,0.000000,99.999900,99.968900,98.526000,84.214200,43.293800,7.889000,0.295700,0.000000,0.031000,1.473900,15.785700,56.706100,92.110900,99.704200,99.999900,99.999900,0.019600,99.980400,98.652300,84.658900,44.924800,9.644700,0.467800,0.002600,0.000000,1.347700,15.341100,55.075200,90.355300,99.532200,99.997400,100.000000,100.000000,0.830200,99.169700,86.664000,47.203700,10.861700,0.712600,0.005400,0.000000,0.000000,13.335900,52.796200,89.138200,99.287300,99.994500,99.999900,99.999900,99.999900
7310,3.632725,19.343320,34.947430,51.733270,88.186680,98.633750,99.921720,92.477440,80.656680,65.052570,20.549140,3.046920,0.220880,0.000000,100.000000,99.969900,98.556300,84.405400,43.592900,7.999300,0.302000,0.000000,0.030100,1.443700,15.594600,56.407100,92.000700,99.698000,100.000000,100.000000,0.018700,99.981200,98.683400,84.872600,45.275400,9.799800,0.480500,0.002700,0.000000,1.316500,15.127300,54.724500,90.200100,99.519400,99.997200,99.999900,99.999900,0.808700,99.191300,86.863400,47.572000,11.040800,0.732100,0.005800,0.000000,0.000000,13.136600,52.428000,88.959200,99.267900,99.994200,100.000000,100.000000,100.000000
7320,3.653753,19.109740,34.621400,51.371330,87.994630,98.596180,99.918710,92.592240,80.890260,65.378600,20.824640,3.116200,0.227790,0.000000,100.000000,99.970900,98.587000,84.596700,43.892300,8.111100,0.308800,0.000000,0.029100,1.413000,15.403300,56.107700,91.888900,99.691200,100.000000,100.000000,0.018000,99.982000,98.715900,85.081700,45.626100,9.957200,0.493300,0.002800,0.000000,1.284100,14.918300,54.373900,90.042800,99.506700,99.997200,100.000000,100.000000,0.789400,99.210600,87.059800,47.943900,11.223100,0.752000,0.006100,0.000000,0.000000,12.940200,52.056100,88.776900,99.248000,99.993900,100.000000,100.000000,100.000000
7330,3.675015,18.870960,34.290780,51.004570,87.799350,98.558860,99.915710,92.709740,81.129040,65.709220,21.097000,3.188230,0.235170,0.000000,100.000000,99.972000,98.618000,84.785200,44.193900,8.222000,0.316300,0.000000,0.028000,1.382000,15.214800,55.806100,91.778000,99.683700,100.000000,100.000000,0.017300,99.982700,98.745700,85.290500,45.980900,10.113100,0.506500,0.002900,0.000000,1.254300,14.709500,54.019100,89.886900,99.493500,99.997100,100.000000,100.000000,0.769500,99.230400,87.250100,48.314700,11.410200,0.773600,0.006200,0.000000,0.000000,12.749800,51.685200,88.589700,99.226300,99.993700,99.999900,99.999900,99.999900
7340,3.696342,18.640270,33.965540,50.640300,87.600700,98.520190,99.912630,92.829080,81.359730,66.034460,21.378470,3.261720,0.242750,0.000000,99.999900,99.972900,98.648400,84.971600,44.501600,8.335600,0.324000,0.000000,0.027000,1.351500,15.028300,55.498300,91.664300,99.675900,99.999900,99.999900,0.016700,99.983300,98.774400,85.495100,46.331700,10.271900,0.519400,0.003000,0.000000,1.225600,14.504900,53.668300,89.728100,99.480600,99.997000,100.000000,100.000000,0.749600,99.250400,87.440700,48.680700,11.593000,0.797200,0.006600,0.000000,0.000000,12.559300,51.319300,88.407000,99.202800,99.993400,100.000000,100.000000,100.000000
7350,3.717575,18.409260,33.640530,50.277270,87.400810,98.482280,99.909320,92.940540,81.590740,66.359470,21.658820,3.336210,0.250870,0.000000,100.000000,99.974000,98.677800,85.156400,44.802800,8.446900,0.331100,0.000000,0.026000,1.322200,14.843600,55.197200,91.553100,99.668900,100.000000,100.000000,0.016000,99.984000,98.804500,85.699000,46.685200,10.433800,0.533800,0.003200,0.000000,1.195500,14.301000,53.314800,89.566200,99.466200,99.996800,100.000000,100.000000,0.730800,99.269200,87.630700,49.047900,11.780300,0.819100,0.006800,0.000000,0.000000,12.369300,50.952100,88.219700,99.180900,99.993200,100.000000,100.000000,100.000000
7360,3.739041,18.173740,33.315260,49.915430,87.199480,98.443650,99.905890,93.055240,81.826260,66.684740,21.941930,3.410240,0.259250,0.000000,99.999900,99.974700,98.706500,85.344600,45.104000,8.559900,0.338700,0.000000,0.025200,1.293400,14.655300,54.895900,91.440000,99.661200,99.999900,99.999900,0.015400,99.984700,98.832600,85.901200,47.034200,10.592700,0.546100,0.003300,0.000000,1.167500,14.098900,52.965900,89.407400,99.454000,99.996800,100.000100,100.000100,0.713200,99.286800,87.816600,49.415500,11.970900,0.841100,0.007000,0.000000,0.000000,12.183400,50.584500,88.029100,99.158900,99.993000,100.000000,100.000000,100.000000
7370,3.760477,17.946730,32.991000,49.547550,86.996020,98.403720,99.902510,93.167810,82.053270,67.009000,22.227440,3.487440,0.267870,0.000000,100.000000,99.975900,98.735500,85.528700,45.407300,8.673600,0.345900,0.000000,0.024100,1.264500,14.471300,54.592700,91.326400,99.654100,100.000000,100.000000,0.014700,99.985200,98.860200,86.102600,47.386000,10.757200,0.559900,0.003500,0.000000,1.139700,13.897300,52.613900,89.242700,99.440000,99.996400,99.999900,99.999900,0.695800,99.304100,87.999200,49.786700,12.157800,0.862700,0.007400,0.000000,0.000000,12.000700,50.213200,87.842100,99.137200,99.992500,99.999900,99.999900,99.999900
7380,3.782091,17.718540,32.667340,49.181440,86.786380,98.362950,99.899190,93.279680,82.281460,67.332660,22.515220,3.565810,0.277060,0.000000,100.000000,99.976800,98.762100,85.701500,45.704300,8.788700,0.354300,0.000000,0.023200,1.237900,14.298500,54.295700,91.211300,99.645700,100.000000,100.000000,0.014200,99.985900,98.887700,86.299600,47.736200,10.920600,0.574500,0.003600,0.000000,1.112400,13.700500,52.263900,89.079500,99.425600,99.996500,100.000100,100.000100,0.678800,99.321100,88.179100,50.150500,12.347900,0.886400,0.007700,0.000000,0.000000,11.820800,49.849400,87.652000,99.113500,99.992200,99.999900,99.999900,99.999900
7390,3.803613,17.494180,32.347750,48.817010,86.576650,98.320000,99.895450,93.387460,82.505820,67.652250,22.801120,3.645600,0.285950,0.000000,100.000000,99.977300,98.789100,85.878900,46.005800,8.907900,0.361900,0.000000,0.022700,1.210900,14.121100,53.994200,91.092100,99.638100,100.000000,100.000000,0.013700,99.986300,98.913100,86.494200,48.084300,11.084400,0.589600,0.003800,0.000000,1.086900,13.505800,51.915700,88.915600,99.410400,99.996200,100.000000,100.000000,0.661600,99.338300,88.360400,50.522600,12.541500,0.911200,0.008100,0.000000,0.000000,11.639500,49.477300,87.458400,99.088700,99.991800,99.999900,99.999900,99.999900
7400,3.825325,17.273940,32.027560,48.449230,86.365190,98.275200,99.891850,93.496520,82.726060,67.972440,23.094570,3.725050,0.296390,0.000000,100.000000,99.978200,98.815300,86.054000,46.304200,9.026500,0.370000,0.000000,0.021800,1.184700,13.946000,53.695800,90.973500,99.630000,100.000000,100.000000,0.013300,99.986600,98.938400,86.688300,48.434500,11.250600,0.605100,0.003900,0.000000,1.061500,13.311600,51.565400,88.749300,99.394800,99.996000,99.999900,99.999900,0.644600,99.355600,88.541000,50.887800,12.741500,0.935700,0.008500,0.000000,0.000000,11.459200,49.112400,87.258700,99.064500,99.991700,100.000200,100.000200,100.000200
7410,3.847053,17.052770,31.709380,48.080170,86.153970,98.230750,99.887880,93.602330,82.947230,68.290620,23.388160,3.808370,0.305920,0.000000,100.000000,99.978900,98.839800,86.229900,46.601600,9.148300,0.378600,0.000000,0.021100,1.160200,13.770100,53.398400,90.851700,99.621400,100.000000,100.000000,0.012800,99.987200,98.964100,86.877900,48.787200,11.419400,0.619500,0.004200,0.000000,1.035900,13.122100,51.212800,88.580600,99.380500,99.995800,100.000000,100.000000,0.627400,99.372600,88.716300,51.256600,12.938900,0.961500,0.008900,0.000000,0.000000,11.283700,48.743400,87.061100,99.038500,99.991100,100.000000,100.000000,100.000000
7420,3.868823,16.835170,31.391180,47.712810,85.937920,98.185600,99.883680,93.707350,83.164830,68.608820,23.682110,3.893280,0.315470,0.000000,99.999900,99.979600,98.863700,86.403000,46.900200,9.264700,0.387700,0.000000,0.020300,1.136200,13.596900,53.099700,90.735200,99.612200,99.999900,99.999900,0.012300,99.987500,98.988200,87.065800,49.131000,11.589800,0.635700,0.004300,0.000000,1.011600,12.934000,50.868800,88.410000,99.364100,99.995500,99.999800,99.999800,0.612400,99.387600,88.891900,51.622800,13.139800,0.988500,0.009300,0.000000,0.000000,11.108100,48.377200,86.860200,99.011500,99.990700,100.000000,100.000000,100.000000
7430,3.890791,16.619040,31.069950,47.349440,85.717100,98.139900,99.879670,93.811750,83.380960,68.930050,23.978320,3.980930,0.325450,0.000000,100.000000,99.980400,98.887200,86.574000,47.200700,9.388200,0.396400,0.000000,0.019600,1.112800,13.426000,52.799300,90.611800,99.603600,100.000000,100.000000,0.011900,99.988100,99.013400,87.249200,49.479300,11.758200,0.650800,0.004600,0.000000,0.986600,12.750800,50.520700,88.241800,99.349200,99.995400,100.000000,100.000000,0.596700,99.403200,89.062900,51.991100,13.342700,1.014700,0.009700,0.000000,0.000000,10.937000,48.008800,86.657200,98.985200,99.990200,99.999900,99.999900,99.999900
7440,3.912659,16.402050,30.760470,46.981380,85.500310,98.092810,99.875440,93.916000,83.597950,69.239530,24.278210,4.066760,0.335540,0.000000,100.000000,99.981000,98.911500,86.747400,47.504200,9.510300,0.404300,0.000000,0.019000,1.088500,13.252600,52.495800,90.489700,99.595700,100.000000,100.000000,0.011500,99.988600,99.037600,87.431100,49.824800,11.931300,0.667500,0.004800,0.000000,0.962500,12.569000,50.175300,88.068800,99.332600,99.995300,100.000100,100.000100,0.580800,99.419200,89.235300,52.358600,13.547100,1.041800,0.010300,0.000000,0.000000,10.764700,47.641400,86.452900,98.958200,99.989700,100.000000,100.000000,100.000000
7450,3.934627,16.188750,30.448220,46.616980,85.276670,98.045580,99.871030,94.017900,83.811250,69.551780,24.578050,4.155310,0.345620,0.000000,100.000000,99.981500,98.934700,86.908000,47.805600,9.630200,0.413000,0.000000,0.018500,1.065300,13.092000,52.194400,90.369800,99.587000,100.000000,100.000000,0.011000,99.989000,99.061500,87.617000,50.175200,12.104600,0.685000,0.005000,0.000000,0.938500,12.383000,49.824800,87.895400,99.315000,99.995000,100.000000,100.000000,0.566100,99.433900,89.403300,52.720900,13.753500,1.069900,0.010600,0.000000,0.000000,10.596700,47.279100,86.246500,98.930100,99.989400,100.000000,100.000000,100.000000
7460,3.956766,15.976440,30.135320,46.252390,85.047740,97.996910,99.866380,94.114870,84.023560,69.864680,24.881400,4.246430,0.356450,0.000000,100.000000,99.982100,98.957500,87.074800,48.102300,9.749800,0.421900,0.000000,0.017900,1.042500,12.925200,51.897700,90.250200,99.578100,100.000000,100.000000,0.010700,99.989300,99.084200,87.795000,50.523800,12.280200,0.702900,0.005200,0.000000,0.915800,12.205000,49.476200,87.719800,99.297100,99.994800,100.000000,100.000000,0.551300,99.448800,89.567500,53.084300,13.963200,1.097700,0.011100,0.000000,0.000000,10.432600,46.915800,86.036900,98.902400,99.989000,100.000100,100.000100,100.000100
7470,3.978960,15.764510,29.822120,45.884340,84.818820,97.946440,99.861350,94.212790,84.235490,70.177880,25.184500,4.337840,0.368140,0.000000,100.000100,99.982800,98.981600,87.238100,48.402900,9.871100,0.430900,0.000000,0.017300,1.018500,12.762000,51.597200,90.129000,99.569200,100.000100,100.000100,0.010200,99.989900,99.106200,87.972300,50.869100,12.457600,0.720000,0.005300,0.000000,0.893900,12.027800,49.131000,87.542500,99.280100,99.994800,100.000100,100.000100,0.537800,99.462200,89.731500,53.445600,14.173300,1.126300,0.011500,0.000000,0.000000,10.268500,46.554400,85.826700,98.873700,99.988500,100.000000,100.000000,100.000000
7480,4.001180,15.553900,29.512990,45.518220,84.590860,97.896300,99.856770,94.311200,84.446100,70.487010,25.490730,4.432500,0.379320,0.000000,99.999900,99.983300,99.003000,87.406200,48.693800,9.999300,0.439600,0.000000,0.016600,0.996900,12.593700,51.306100,90.000600,99.560300,99.999900,99.999900,0.009800,99.990300,99.128900,88.148700,51.211400,12.636200,0.738300,0.005700,0.000000,0.871200,11.851400,48.788700,87.363900,99.261800,99.994400,100.000100,100.000100,0.523600,99.476400,89.891400,53.807400,14.388200,1.154600,0.011800,0.000000,0.000000,10.108600,46.192600,85.611800,98.845400,99.988200,100.000000,100.000000,100.000000
7490,4.023504,15.343910,29.203070,45.156330,84.354940,97.844370,99.852230,94.410170,84.656090,70.796930,25.802570,4.527020,0.391700,0.000000,99.999900,99.983800,99.025000,87.566500,48.991400,10.125700,0.448600,0.000000,0.016100,0.974900,12.433400,51.008500,89.874200,99.551300,99.999900,99.999900,0.009300,99.990700,99.149200,88.322500,51.554200,12.817700,0.755700,0.005900,0.000000,0.850800,11.677500,48.445800,87.182300,99.244300,99.994100,100.000000,100.000000,0.510700,99.489400,90.052900,54.172900,14.599400,1.183400,0.012200,0.000000,0.000000,9.947200,45.827200,85.400700,98.816700,99.987900,100.000100,100.000100,100.000100
7500,4.045846,15.142190,28.894840,44.793080,84.118500,97.790780,99.846830,94.502680,84.857810,71.105160,26.113630,4.623640,0.404070,0.000000,100.000100,99.984400,99.045800,87.723900,49.285000,10.250700,0.457800,0.000000,0.015700,0.954300,12.276200,50.715100,89.749400,99.542300,100.000100,100.000100,0.008900,99.991200,99.170700,88.491800,51.897300,12.998800,0.773700,0.006000,0.000000,0.829400,11.508300,48.102800,87.001300,99.226400,99.994100,100.000100,100.000100,0.497700,99.502100,90.209200,54.540200,14.815100,1.214400,0.012800,0.000000,0.000000,9.790600,45.459600,85.184700,98.785400,99.987000,99.999800,99.999800,99.999800
7510,4.068203,14.942440,28.586500,44.430320,83.877790,97.736610,99.841130,94.595540,85.057560,71.413500,26.424180,4.722340,0.416650,0.000000,100.000000,99.984900,99.067200,87.879700,49.579100,10.377500,0.467400,0.000000,0.015100,0.932800,12.120300,50.420900,89.622500,99.532600,100.000000,100.000000,0.008500,99.991600,99.191200,88.662900,52.242000,13.184000,0.791200,0.006300,0.000000,0.808900,11.337200,47.758100,86.816100,99.208900,99.993800,100.000100,100.000100,0.484100,99.515900,90.365000,54.906600,15.031100,1.247100,0.013300,0.000000,0.000000,9.635000,45.093400,84.968900,98.752900,99.986700,100.000000,100.000000,100.000000
7520,4.090765,14.738950,28.279670,44.068150,83.638520,97.680410,99.835630,94.687180,85.261050,71.720330,26.742390,4.822000,0.430140,0.000000,100.000000,99.985300,99.086000,88.036400,49.877100,10.504200,0.477100,0.000000,0.014700,0.914000,11.963600,50.122900,89.495800,99.522900,100.000000,100.000000,0.008300,99.991800,99.211800,88.830700,52.578900,13.366200,0.810400,0.006500,0.000000,0.788300,11.169400,47.421200,86.633900,99.189700,99.993600,100.000100,100.000100,0.471200,99.528800,90.521000,55.267400,15.247700,1.280000,0.013900,0.000000,0.000000,9.479000,44.732600,84.752300,98.720000,99.986100,100.000000,100.000000,100.000000
7530,4.113284,14.541900,27.981900,43.702520,83.395020,97.621840,99.829760,94.777440,85.458100,72.018100,27.059320,4.921890,0.443970,0.000000,99.999900,99.985700,99.104600,88.188500,50.176000,10.633200,0.486700,0.000000,0.014200,0.895300,11.811400,49.823900,89.366700,99.513200,99.999900,99.999900,0.007900,99.992000,99.229900,88.997700,52.926100,13.551000,0.829600,0.006700,0.000000,0.770000,11.002200,47.073800,86.448900,99.170300,99.993200,99.999900,99.999900,0.458600,99.541400,90.673300,55.626700,15.472100,1.311400,0.014300,0.000000,0.000000,9.326700,44.373300,84.527900,98.688600,99.985700,100.000000,100.000000,100.000000
7540,4.135909,14.340470,27.683580,43.342310,83.148150,97.564410,99.823980,94.866790,85.659530,72.316420,27.380050,5.025660,0.457660,0.000000,100.000000,99.986000,99.123700,88.341200,50.468500,10.763900,0.496700,0.000000,0.014000,0.876300,11.658800,49.531500,89.236100,99.503300,100.000000,100.000000,0.007600,99.992400,99.249800,89.165000,53.261800,13.737800,0.849800,0.006900,0.000000,0.750200,10.835000,46.738200,86.262200,99.150200,99.993100,100.000000,100.000000,0.446000,99.554000,90.822200,55.987600,15.697300,1.343800,0.014700,0.000000,0.000000,9.177800,44.012400,84.302700,98.656200,99.985300,100.000000,100.000000,100.000000
7550,4.158624,14.143160,27.382500,42.983280,82.902320,97.503560,99.818010,94.956160,85.856840,72.617500,27.700240,5.131260,0.472050,0.000000,99.999900,99.986500,99.143100,88.493800,50.758300,10.895600,0.505900,0.000000,0.013400,0.856800,11.506100,49.241600,89.104300,99.494000,99.999900,99.999900,0.007300,99.992500,99.268400,89.326900,53.607000,13.923200,0.870200,0.007300,0.000000,0.731400,10.672900,46.392800,86.076600,99.129600,99.992500,99.999800,99.999800,0.434200,99.565700,90.975000,56.347000,15.923600,1.376600,0.015300,0.000000,0.000000,9.024900,43.652900,84.076300,98.623300,99.984600,99.999900,99.999900,99.999900
7560,4.181466,13.948760,27.085520,42.618410,82.652000,97.443390,99.811860,95.042300,86.051240,72.914480,28.023350,5.237100,0.486630,0.000000,100.000000,99.986900,99.162700,88.644300,51.049000,11.025200,0.516700,0.000000,0.013100,0.837300,11.355700,48.951000,88.974800,99.483300,100.000000,100.000000,0.007100,99.992800,99.287500,89.486800,53.947600,14.112400,0.890300,0.007500,0.000000,0.712400,10.513100,46.052300,85.887500,99.109600,99.992400,99.999900,99.999900,0.422700,99.577300,91.118800,56.706400,16.147000,1.412100,0.015900,0.000000,0.000000,8.881200,43.293600,83.853000,98.587900,99.984100,100.000000,100.000000,100.000000
7570,4.204238,13.755110,26.790010,42.259750,82.400040,97.382060,99.805100,95.126280,86.244890,73.209990,28.346870,5.346990,0.501910,0.000000,100.000100,99.987400,99.181300,88.791900,51.339500,11.158500,0.527600,0.000000,0.012700,0.818800,11.208200,48.660600,88.841600,99.472500,100.000100,100.000100,0.006900,99.993200,99.305100,89.648800,54.287200,14.298600,0.912800,0.007700,0.000000,0.695000,10.351300,45.712900,85.701500,99.087300,99.992400,100.000100,100.000100,0.411300,99.588700,91.265700,57.061000,16.371600,1.446200,0.016700,0.000000,0.000000,8.734300,42.939000,83.628400,98.553800,99.983300,100.000000,100.000000,100.000000
7580,4.227040,13.569690,26.497450,41.899860,82.147090,97.318850,99.798490,95.212470,86.430310,73.502550,28.673240,5.456360,0.517350,0.000000,99.999900,99.987800,99.200000,88.940900,51.627600,11.291200,0.537700,0.000000,0.012100,0.799900,11.059000,48.372300,88.708700,99.462200,99.999900,99.999900,0.006700,99.993300,99.321800,89.805300,54.629400,14.493900,0.934600,0.008000,0.000000,0.678200,10.194700,45.370600,85.506100,99.065400,99.992000,100.000000,100.000000,0.400400,99.599500,91.406100,57.419100,16.599700,1.482100,0.017000,0.000000,0.000000,8.593800,42.580800,83.400200,98.517800,99.982900,99.999900,99.999900,99.999900
